DATE,G,A,TKA,Season,Player,MonthOrPlayoff
Tue 2/6,0,0,1,2023-24,Evgeni Malkin,N
Sat 1/27,0,1,3,2023-24,Evgeni Malkin,N
Fri 1/26,1,0,3,2023-24,Evgeni Malkin,N
Mon 1/22,0,1,2,2023-24,Evgeni Malkin,N
Sat 1/20,0,1,1,2023-24,Evgeni Malkin,N
Mon 1/15,0,1,0,2023-24,Evgeni Malkin,N
Sat 1/13,0,0,1,2023-24,Evgeni Malkin,N
Thu 1/11,0,0,1,2023-24,Evgeni Malkin,N
Mon 1/8,1,1,2,2023-24,Evgeni Malkin,N
Sat 1/6,0,1,2,2023-24,Evgeni Malkin,N
Thu 1/4,0,0,3,2023-24,Evgeni Malkin,N
Tue 1/2,0,1,0,2023-24,Evgeni Malkin,N
Sun 12/31,0,0,1,2023-24,Evgeni Malkin,N
Sat 12/30,1,1,0,2023-24,Evgeni Malkin,N
Wed 12/27,2,0,1,2023-24,Evgeni Malkin,N
Sat 12/23,0,1,0,2023-24,Evgeni Malkin,N
Thu 12/21,0,0,1,2023-24,Evgeni Malkin,N
Mon 12/18,1,1,1,2023-24,Evgeni Malkin,N
Sat 12/16,0,0,1,2023-24,Evgeni Malkin,N
Wed 12/13,0,1,0,2023-24,Evgeni Malkin,N
Tue 12/12,0,1,2,2023-24,Evgeni Malkin,N
Fri 12/8,0,1,0,2023-24,Evgeni Malkin,N
Wed 12/6,0,0,0,2023-24,Evgeni Malkin,N
Mon 12/4,0,0,0,2023-24,Evgeni Malkin,N
Sat 12/2,0,1,4,2023-24,Evgeni Malkin,N
Thu 11/30,0,1,1,2023-24,Evgeni Malkin,N
Tue 11/28,1,0,0,2023-24,Evgeni Malkin,N
Sat 11/25,0,0,1,2023-24,Evgeni Malkin,N
Fri 11/24,0,0,1,2023-24,Evgeni Malkin,N
Wed 11/22,0,0,0,2023-24,Evgeni Malkin,N
Sun 11/19,1,0,1,2023-24,Evgeni Malkin,N
Sat 11/18,0,0,1,2023-24,Evgeni Malkin,N
Thu 11/16,0,0,0,2023-24,Evgeni Malkin,N
Tue 11/14,0,1,0,2023-24,Evgeni Malkin,N
Sat 11/11,1,1,1,2023-24,Evgeni Malkin,N
Thu 11/9,0,1,0,2023-24,Evgeni Malkin,N
Tue 11/7,0,0,2,2023-24,Evgeni Malkin,N
Sat 11/4,2,0,1,2023-24,Evgeni Malkin,N
Mon 10/30,1,1,0,2023-24,Evgeni Malkin,N
Sat 10/28,0,0,0,2023-24,Evgeni Malkin,N
Thu 10/26,0,1,2,2023-24,Evgeni Malkin,N
Tue 10/24,0,0,3,2023-24,Evgeni Malkin,N
Sat 10/21,1,0,1,2023-24,Evgeni Malkin,N
Wed 10/18,1,0,0,2023-24,Evgeni Malkin,N
Sat 10/14,1,1,2,2023-24,Evgeni Malkin,N
Fri 10/13,1,3,0,2023-24,Evgeni Malkin,N
Tue 10/10,0,0,3,2023-24,Evgeni Malkin,N
Thu 4/13,0,0,2,2022-23,Evgeni Malkin,N
Tue 4/11,1,0,0,2022-23,Evgeni Malkin,N
Sat 4/8,1,0,0,2022-23,Evgeni Malkin,N
Thu 4/6,0,1,1,2022-23,Evgeni Malkin,N
Tue 4/4,0,0,3,2022-23,Evgeni Malkin,N
Sun 4/2,0,2,0,2022-23,Evgeni Malkin,N
Sat 4/1,0,0,0,2022-23,Evgeni Malkin,N
Thu 3/30,0,1,2,2022-23,Evgeni Malkin,N
Tue 3/28,0,2,0,2022-23,Evgeni Malkin,N
Sat 3/25,1,0,2,2022-23,Evgeni Malkin,N
Thu 3/23,0,0,0,2022-23,Evgeni Malkin,N
Wed 3/22,0,1,3,2022-23,Evgeni Malkin,N
Mon 3/20,0,1,0,2022-23,Evgeni Malkin,N
Sat 3/18,0,0,0,2022-23,Evgeni Malkin,N
Thu 3/16,0,0,0,2022-23,Evgeni Malkin,N
Tue 3/14,1,1,2,2022-23,Evgeni Malkin,N
Sun 3/12,0,2,0,2022-23,Evgeni Malkin,N
Sat 3/11,0,1,0,2022-23,Evgeni Malkin,N
Thu 3/9,0,1,1,2022-23,Evgeni Malkin,N
Tue 3/7,0,3,1,2022-23,Evgeni Malkin,N
Sat 3/4,0,1,0,2022-23,Evgeni Malkin,N
Thu 3/2,0,0,1,2022-23,Evgeni Malkin,N
Tue 2/28,0,0,1,2022-23,Evgeni Malkin,N
Sun 2/26,1,1,2,2022-23,Evgeni Malkin,N
Sat 2/25,1,1,1,2022-23,Evgeni Malkin,N
Thu 2/23,0,2,1,2022-23,Evgeni Malkin,N
Mon 2/20,0,0,2,2022-23,Evgeni Malkin,N
Sat 2/18,2,0,1,2022-23,Evgeni Malkin,N
Fri 2/17,0,0,2,2022-23,Evgeni Malkin,N
Tue 2/14,0,0,2,2022-23,Evgeni Malkin,N
Sat 2/11,0,0,0,2022-23,Evgeni Malkin,N
Fri 2/10,0,2,0,2022-23,Evgeni Malkin,N
Tue 2/7,0,2,2,2022-23,Evgeni Malkin,N
Sat 1/28,2,1,0,2022-23,Evgeni Malkin,N
Thu 1/26,0,0,1,2022-23,Evgeni Malkin,N
Tue 1/24,1,2,1,2022-23,Evgeni Malkin,N
Sun 1/22,0,0,1,2022-23,Evgeni Malkin,N
Fri 1/20,0,0,0,2022-23,Evgeni Malkin,N
Wed 1/18,1,2,0,2022-23,Evgeni Malkin,N
Mon 1/16,1,1,1,2022-23,Evgeni Malkin,N
Sat 1/14,0,0,1,2022-23,Evgeni Malkin,N
Fri 1/13,0,0,0,2022-23,Evgeni Malkin,N
Tue 1/10,2,2,1,2022-23,Evgeni Malkin,N
Sun 1/8,0,1,1,2022-23,Evgeni Malkin,N
Thu 1/5,0,0,0,2022-23,Evgeni Malkin,N
Mon 1/2,0,0,0,2022-23,Evgeni Malkin,N
Fri 12/30,1,0,1,2022-23,Evgeni Malkin,N
Wed 12/28,0,0,1,2022-23,Evgeni Malkin,N
Tue 12/27,0,0,1,2022-23,Evgeni Malkin,N
Thu 12/22,0,0,1,2022-23,Evgeni Malkin,N
Tue 12/20,1,0,1,2022-23,Evgeni Malkin,N
Sun 12/18,0,1,3,2022-23,Evgeni Malkin,N
Thu 12/15,1,1,0,2022-23,Evgeni Malkin,N
Mon 12/12,1,0,2,2022-23,Evgeni Malkin,N
Sat 12/10,0,1,0,2022-23,Evgeni Malkin,N
Fri 12/9,0,2,1,2022-23,Evgeni Malkin,N
Tue 12/6,0,1,2,2022-23,Evgeni Malkin,N
